,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,KEGG_Pathway,KEGG_Pathway_Name,contrast,strain
3,prerank,ko02060,0.7964276958199161,1.837035719916394,0.0,0.007303370786516854,0.033,7/11,12.21%,ko:K02822;ko:K02760;ko:K02821;ko:K02783;ko:K02761;ko:K02796;ko:K02759,ko02060,Phosphotransferase system (PTS),1_vs_0,Rahnella
4,prerank,ko02010,0.5253421411706748,1.7942611661594485,0.0,0.014189406099518458,0.078,37/114,16.68%,ko:K10111;ko:K15578;ko:K15577;ko:K10543;ko:K13889;ko:K11959;ko:K15772;ko:K10537;ko:K01999;ko:K11963;ko:K01998;ko:K10110;ko:K13891;ko:K01995;ko:K10555;ko:K02010;ko:K11962;ko:K10541;ko:K13890;ko:K10560;ko:K11960;ko:K01997;ko:K10558;ko:K05845;ko:K06726;ko:K09970;ko:K02012;ko:K01996;ko:K11073;ko:K12541;ko:K10001;ko:K15580;ko:K10002;ko:K02020;ko:K10017;ko:K10439;ko:K10561,ko02010,ABC transporters,1_vs_0,Rahnella
5,prerank,ko00910,0.7350261742004824,1.7781294550972677,0.0014326647564469914,0.014606741573033707,0.096,4/14,0.99%,ko:K15578;ko:K15577;ko:K00362;ko:K00372,ko00910,Nitrogen metabolism,1_vs_0,Rahnella
6,prerank,ko00020,0.646645676388567,1.7392364905804092,0.005249343832020997,0.02432469617060307,0.176,15/22,19.26%,ko:K00024;ko:K01679;ko:K01681;ko:K01902;ko:K01903;ko:K00240;ko:K00244;ko:K00241;ko:K00242;ko:K00658;ko:K01647;ko:K00239;ko:K01610;ko:K00164;ko:K00031,ko00020,Citrate cycle (TCA cycle),1_vs_0,Rahnella
7,prerank,ko02024,0.5348575783625005,1.714258384665438,0.0,0.032134831460674154,0.253,21/56,15.86%,ko:K02035;ko:K02031;ko:K01999;ko:K02033;ko:K02032;ko:K01998;ko:K02055;ko:K02034;ko:K11530;ko:K01995;ko:K10555;ko:K07782;ko:K02054;ko:K01997;ko:K10558;ko:K07781;ko:K01996;ko:K01897;ko:K15580;ko:K11531;ko:K02053,ko02024,Quorum sensing,1_vs_0,Rahnella
8,prerank,ko00071,0.7425903855950172,1.67052371192274,0.016975308641975308,0.048967362225789186,0.378,7/10,18.49%,ko:K06445;ko:K00632;ko:K01782;ko:K01897;ko:K04072;ko:K00001;ko:K13953,ko00071,Fatty acid degradation,1_vs_0,Rahnella
9,prerank,ko03440,-0.5175858310724879,-1.7532389089152374,0.00816326530612245,0.03838082065467958,0.211,22/23,48.12%,ko:K02339;ko:K03655;ko:K01159;ko:K03550;ko:K07462;ko:K03629;ko:K02337;ko:K04066;ko:K03584;ko:K02341;ko:K02340;ko:K02335;ko:K03111;ko:K03553;ko:K06187;ko:K03582;ko:K02338;ko:K02343;ko:K04067;ko:K02345;ko:K03583;ko:K03551,ko03440,Homologous recombination,1_vs_0,Rahnella
10,prerank,ko03070,-0.5104473272831951,-1.7697907918948297,0.008658008658008658,0.036755186721991705,0.179,16/24,35.86%,ko:K03076;ko:K03217;ko:K03075;ko:K03074;ko:K03072;ko:K02455;ko:K13301;ko:K03117;ko:K03070;ko:K03106;ko:K03210;ko:K03073;ko:K11891;ko:K03118;ko:K02454;ko:K03071,ko03070,Bacterial secretion system,1_vs_0,Rahnella
11,prerank,ko00970,-0.5548574587687117,-1.8728406485973776,0.0,0.014477771191464137,0.07,21/24,29.19%,ko:K01889;ko:K01873;ko:K04567;ko:K01876;ko:K01868;ko:K01886;ko:K01887;ko:K01881;ko:K01885;ko:K01878;ko:K01869;ko:K01879;ko:K01866;ko:K01867;ko:K01872;ko:K01874;ko:K01893;ko:K01892;ko:K01870;ko:K01875;ko:K00604,ko00970,Aminoacyl-tRNA biosynthesis,1_vs_0,Rahnella
12,prerank,ko03060,-0.5737258212057936,-1.8731490623242284,0.0,0.01689073305670816,0.07,15/18,35.86%,ko:K03076;ko:K03217;ko:K03075;ko:K03074;ko:K03072;ko:K03101;ko:K13301;ko:K03117;ko:K03070;ko:K03106;ko:K03210;ko:K03073;ko:K03100;ko:K03118;ko:K03071,ko03060,Protein export,1_vs_0,Rahnella
13,prerank,ko00790,-0.6222866479297383,-1.9316715781687264,0.0,0.011704564315352696,0.041,12/18,27.27%,ko:K01495;ko:K03635;ko:K01497;ko:K01077;ko:K11754;ko:K01633;ko:K00950;ko:K00796;ko:K02619;ko:K01665;ko:K03639;ko:K08310,ko00790,Folate biosynthesis,1_vs_0,Rahnella
14,prerank,ko00920,-0.6237464927765796,-2.023061029385418,0.003424657534246575,0.007493775933609959,0.021,9/20,25.46%,ko:K00651;ko:K01739;ko:K00860;ko:K15555;ko:K00956;ko:K00390;ko:K00957;ko:K00380;ko:K00381,ko00920,Sulfur metabolism,1_vs_0,Rahnella
15,prerank,ko00195,-0.8408028594995877,-2.0296379310070702,0.0,0.009040110650069157,0.019,8/8,16.13%,ko:K02112;ko:K02109;ko:K02115;ko:K02114;ko:K02113;ko:K02108;ko:K02110;ko:K02111,ko00195,Photosynthesis,1_vs_0,Rahnella
16,prerank,ko02040,-0.632108223970484,-2.5193214102719774,0.0,0.0,0.0,36/43,33.91%,ko:K03516;ko:K02408;ko:K02401;ko:K02400;ko:K02418;ko:K02410;ko:K02415;ko:K02386;ko:K02420;ko:K02416;ko:K02395;ko:K02388;ko:K02417;ko:K02409;ko:K02419;ko:K02394;ko:K02421;ko:K02387;ko:K02557;ko:K02393;ko:K02390;ko:K02391;ko:K02556;ko:K02414;ko:K02392;ko:K02389;ko:K02412;ko:K03086;ko:K02403;ko:K02407;ko:K02399;ko:K02396;ko:K02398;ko:K02413;ko:K02405;ko:K02397,ko02040,Flagellar assembly,1_vs_0,Rahnella
17,prerank,ko03010,-0.8450582453455938,-3.4396192602822087,0.0,0.0,0.0,48/52,13.33%,ko:K02961;ko:K02963;ko:K02864;ko:K02879;ko:K02899;ko:K02986;ko:K02890;ko:K02886;ko:K02884;ko:K02871;ko:K02994;ko:K02888;ko:K02881;ko:K02895;ko:K02939;ko:K02931;ko:K02904;ko:K02897;ko:K02902;ko:K02867;ko:K02990;ko:K02906;ko:K02878;ko:K02996;ko:K02863;ko:K02950;ko:K02968;ko:K02876;ko:K02954;ko:K02988;ko:K02965;ko:K02892;ko:K02967;ko:K02926;ko:K02933;ko:K02935;ko:K02874;ko:K02970;ko:K02982;ko:K02907;ko:K02913;ko:K02952;ko:K02914;ko:K02946;ko:K02887;ko:K02959;ko:K02916;ko:K02992,ko03010,Ribosome,1_vs_0,Rahnella
0,prerank,ko00500,0.8104782624183597,2.4405108550696655,0.0,0.0,0.0,14/24,8.62%,ko:K02760;ko:K01176;ko:K00975;ko:K00690;ko:K05349;ko:K02761;ko:K00688;ko:K00703;ko:K00697;ko:K00700;ko:K06044;ko:K01194;ko:K00705;ko:K01087,ko00500,Starch and sucrose metabolism,2_vs_0,Rahnella
1,prerank,ko02026,0.620955131382961,2.076056189128538,0.0,0.0012806602515074439,0.003,11/40,11.94%,ko:K04335;ko:K04334;ko:K04336;ko:K07781;ko:K00975;ko:K00688;ko:K00703;ko:K18968;ko:K07687;ko:K11531;ko:K02425,ko02026,Biofilm formation - Escherichia coli,2_vs_0,Rahnella
2,prerank,ko00040,0.7052989053399716,2.075886710374708,0.0,0.0008537735010049625,0.003,13/23,10.90%,ko:K01805;ko:K01815;ko:K00065;ko:K00854;ko:K08323;ko:K01812;ko:K01686;ko:K01685;ko:K01629;ko:K01804;ko:K01730;ko:K08322;ko:K00040,ko00040,Pentose and glucuronate interconversions,2_vs_0,Rahnella
3,prerank,ko02060,0.7709121823556944,1.9126883494491713,0.0,0.008110848259547145,0.036,7/11,12.86%,ko:K02822;ko:K02760;ko:K02761;ko:K02783;ko:K02821;ko:K02796;ko:K02759,ko02060,Phosphotransferase system (PTS),2_vs_0,Rahnella
4,prerank,ko00051,0.6546042730932614,1.8135597313090008,0.0036101083032490976,0.026637733231354828,0.141,7/19,10.78%,ko:K01805;ko:K18333;ko:K01813;ko:K01629;ko:K02783;ko:K07046;ko:K02796,ko00051,Fructose and mannose metabolism,2_vs_0,Rahnella
5,prerank,ko03060,-0.5850545487889546,-1.7321423277664703,0.008928571428571428,0.04485827356917576,0.259,14/18,29.07%,ko:K03076;ko:K03217;ko:K03210;ko:K03075;ko:K03072;ko:K03074;ko:K03116;ko:K03118;ko:K03070;ko:K03110;ko:K03100;ko:K03117;ko:K03101;ko:K03073,ko03060,Protein export,2_vs_0,Rahnella
6,prerank,ko00920,-0.6045329390446272,-1.75774446867491,0.004149377593360996,0.03844994877357922,0.206,6/19,11.10%,ko:K00651;ko:K01739;ko:K00390;ko:K00380;ko:K00860;ko:K00381,ko00920,Sulfur metabolism,2_vs_0,Rahnella
7,prerank,ko00550,-0.5985639128804534,-1.847883484823565,0.0,0.01495275785639192,0.07,12/23,23.47%,ko:K01000;ko:K01929;ko:K01928;ko:K01925;ko:K19302;ko:K03588;ko:K02563;ko:K01924;ko:K00790;ko:K01921;ko:K03587;ko:K05837,ko00550,Peptidoglycan biosynthesis,2_vs_0,Rahnella
8,prerank,ko00970,-0.6129905742230584,-1.9274962019516735,0.002150537634408602,0.00722392976958155,0.029,20/24,30.51%,ko:K01867;ko:K04567;ko:K01889;ko:K01876;ko:K01879;ko:K01881;ko:K01873;ko:K01885;ko:K01878;ko:K01893;ko:K01872;ko:K01868;ko:K01886;ko:K01866;ko:K01874;ko:K01892;ko:K01887;ko:K01869;ko:K01870;ko:K01875,ko00970,Aminoacyl-tRNA biosynthesis,2_vs_0,Rahnella
9,prerank,ko00195,-0.9075144508670521,-2.04922084832091,0.0,0.0017477249442536009,0.006,8/8,9.49%,ko:K02112;ko:K02109;ko:K02115;ko:K02110;ko:K02113;ko:K02111;ko:K02108;ko:K02114,ko00195,Photosynthesis,2_vs_0,Rahnella
10,prerank,ko02030,-0.786397737367009,-2.2228174342241998,0.0,0.0,0.0,13/17,7.30%,ko:K03413;ko:K05876;ko:K03415;ko:K03408;ko:K02556;ko:K03412;ko:K00575;ko:K02557;ko:K03407;ko:K02410;ko:K02416;ko:K02417;ko:K03414,ko02030,Bacterial chemotaxis,2_vs_0,Rahnella
11,prerank,ko03010,-0.7548621063992893,-2.8240879552382845,0.0,0.0,0.0,40/52,14.76%,ko:K02892;ko:K02963;ko:K02935;ko:K02904;ko:K02890;ko:K02986;ko:K02863;ko:K02878;ko:K02886;ko:K02961;ko:K02926;ko:K02879;ko:K02867;ko:K02965;ko:K02884;ko:K02994;ko:K02864;ko:K02906;ko:K02881;ko:K02902;ko:K02954;ko:K02897;ko:K02982;ko:K02939;ko:K02895;ko:K02988;ko:K02913;ko:K02990;ko:K02967;ko:K02907;ko:K02931;ko:K02959;ko:K02952;ko:K02874;ko:K02933;ko:K02871;ko:K02888;ko:K02946;ko:K02968;ko:K02887,ko03010,Ribosome,2_vs_0,Rahnella
12,prerank,ko02040,-0.8125426319377328,-2.8959621028724976,0.0,0.0,0.0,35/41,14.97%,ko:K02408;ko:K02392;ko:K02418;ko:K02388;ko:K02420;ko:K02396;ko:K02397;ko:K02556;ko:K02387;ko:K02407;ko:K02409;ko:K02401;ko:K02389;ko:K02406;ko:K02390;ko:K02413;ko:K02557;ko:K02423;ko:K02400;ko:K02410;ko:K02415;ko:K02391;ko:K02422;ko:K02395;ko:K02416;ko:K02417;ko:K02398;ko:K02403;ko:K02412;ko:K02393;ko:K02414;ko:K02421;ko:K02394;ko:K02399;ko:K02386,ko02040,Flagellar assembly,2_vs_0,Rahnella
0,prerank,ko00040,0.6470173337843107,2.2362112391238247,0.0,0.0,0.0,20/25,23.26%,ko:K01805;ko:K08323;ko:K00854;ko:K01685;ko:K01812;ko:K01731;ko:K01629;ko:K03079;ko:K08322;ko:K01804;ko:K03078;ko:K01730;ko:K00848;ko:K00853;ko:K01686;ko:K01728;ko:K00040;ko:K00065;ko:K01815;ko:K03077,ko00040,Pentose and glucuronate interconversions,7_vs_0,Rahnella
1,prerank,ko00010,-0.48916928387298286,-1.775641280542519,0.007155635062611807,0.04339751275360275,0.288,18/36,20.90%,ko:K00382;ko:K00163;ko:K00627;ko:K00121;ko:K01689;ko:K01834;ko:K00927;ko:K03841;ko:K01835;ko:K15634;ko:K00845;ko:K01624;ko:K00850;ko:K01792;ko:K01803;ko:K02777;ko:K01810;ko:K01007,ko00010,Glycolysis / Gluconeogenesis,7_vs_0,Rahnella
2,prerank,ko01230,-0.40928881574604037,-1.8349720164,0.0,0.026221877424359972,0.177,48/91,28.30%,ko:K11258;ko:K01953;ko:K01915;ko:K00053;ko:K13498;ko:K01739;ko:K00872;ko:K00052;ko:K12339;ko:K01689;ko:K01834;ko:K14260;ko:K11755;ko:K01735;ko:K00600;ko:K00927;ko:K00031;ko:K01653;ko:K00265;ko:K01696;ko:K00826;ko:K00215;ko:K01682;ko:K00948;ko:K15634;ko:K00800;ko:K00928;ko:K01624;ko:K00850;ko:K01814;ko:K00674;ko:K01803;ko:K00836;ko:K07173;ko:K00832;ko:K01940;ko:K01783;ko:K02501;ko:K00013;ko:K14170;ko:K01733;ko:K00765;ko:K00891;ko:K14682;ko:K01647;ko:K01754;ko:K00266;ko:K00831,ko01230,Biosynthesis of amino acids,7_vs_0,Rahnella
3,prerank,ko04112,-0.708971071068258,-1.8940544875647043,0.0020408163265306124,0.014343591069735366,0.095,10/11,25.68%,ko:K03589;ko:K11749;ko:K03544;ko:K02313;ko:K03531;ko:K01358;ko:K03590;ko:K02563;ko:K03588;ko:K01338,ko04112,Cell cycle - Caulobacter,7_vs_0,Rahnella
4,prerank,ko02030,-0.6561282623604834,-1.9342754830412792,0.0,0.008908714765968452,0.052,9/17,13.82%,ko:K03413;ko:K03415;ko:K02416;ko:K03407;ko:K02557;ko:K05876;ko:K03412;ko:K00575;ko:K02556,ko02030,Bacterial chemotaxis,7_vs_0,Rahnella
5,prerank,ko00190,-0.5227637453276075,-1.9430839527231516,0.0017543859649122807,0.008836676641176253,0.045,18/40,20.59%,ko:K02112;ko:K02114;ko:K02109;ko:K02113;ko:K02297;ko:K02115;ko:K02108;ko:K02110;ko:K02111;ko:K01507;ko:K02300;ko:K02298;ko:K00241;ko:K02299;ko:K00330;ko:K03885;ko:K00937;ko:K02257,ko00190,Oxidative phosphorylation,7_vs_0,Rahnella
6,prerank,ko03018,-0.6988424843349493,-2.0899475230917113,0.0019267822736030828,0.002017067494181536,0.009,14/16,28.42%,ko:K03628;ko:K03666;ko:K00962;ko:K05592;ko:K01689;ko:K08300;ko:K03732;ko:K04077;ko:K00850;ko:K11927;ko:K00937;ko:K08311;ko:K00970;ko:K12573,ko03018,RNA degradation,7_vs_0,Rahnella
7,prerank,ko00195,-0.9510595358224017,-2.2616367400822743,0.0,0.0,0.0,8/8,5.11%,ko:K02112;ko:K02114;ko:K02109;ko:K02113;ko:K02115;ko:K02108;ko:K02110;ko:K02111,ko00195,Photosynthesis,7_vs_0,Rahnella
8,prerank,ko00970,-0.712153009178239,-2.3030617318084765,0.0,0.0,0.0,19/24,16.21%,ko:K01868;ko:K01867;ko:K01886;ko:K01881;ko:K01875;ko:K01866;ko:K01869;ko:K01890;ko:K01892;ko:K00604;ko:K01893;ko:K01878;ko:K01873;ko:K01876;ko:K01883;ko:K01872;ko:K04567;ko:K01889;ko:K01874,ko00970,Aminoacyl-tRNA biosynthesis,7_vs_0,Rahnella
9,prerank,ko03060,-0.7589782498735458,-2.3409072637114696,0.0,0.0,0.0,18/18,24.47%,ko:K03076;ko:K03075;ko:K03210;ko:K03100;ko:K03116;ko:K03217;ko:K03117;ko:K03073;ko:K03070;ko:K03072;ko:K03071;ko:K13301;ko:K03106;ko:K03074;ko:K03110;ko:K03425;ko:K03118;ko:K03101,ko03060,Protein export,7_vs_0,Rahnella
10,prerank,ko02040,-0.6602751732899527,-2.5111925096983554,0.0,0.0,0.0,23/44,16.72%,ko:K02398;ko:K02406;ko:K02422;ko:K02403;ko:K02402;ko:K02416;ko:K02386;ko:K02425;ko:K02396;ko:K02399;ko:K02424;ko:K02415;ko:K02557;ko:K03086;ko:K02397;ko:K02405;ko:K02390;ko:K02387;ko:K02556;ko:K02408;ko:K02423;ko:K02388;ko:K02407,ko02040,Flagellar assembly,7_vs_0,Rahnella
11,prerank,ko03010,-0.8659918912017338,-3.4878592304913396,0.0,0.0,0.0,44/53,6.75%,ko:K02890;ko:K02914;ko:K02878;ko:K02919;ko:K02906;ko:K02986;ko:K02970;ko:K02892;ko:K02946;ko:K02871;ko:K02926;ko:K02963;ko:K02965;ko:K02895;ko:K02886;ko:K02904;ko:K02954;ko:K02907;ko:K02876;ko:K02988;ko:K02952;ko:K02933;ko:K02881;ko:K02874;ko:K02992;ko:K02945;ko:K02994;ko:K02863;ko:K02982;ko:K02990;ko:K02902;ko:K02867;ko:K02887;ko:K02967;ko:K02931;ko:K02864;ko:K02879;ko:K02888;ko:K02950;ko:K02916;ko:K02959;ko:K02968;ko:K02935;ko:K02956,ko03010,Ribosome,7_vs_0,Rahnella
0,prerank,ko00362,0.853215636822194,2.0249672825458687,0.0,0.013333024161758565,0.021,7/7,14.83%,ko:K10218;ko:K16515;ko:K01607;ko:K00632;ko:K01782;ko:K01821;ko:K16514,ko00362,Benzoate degradation,21_vs_0,Rahnella
1,prerank,ko00910,0.5989755342377042,1.8883156660149092,0.0,0.027825441728887446,0.089,9/16,10.67%,ko:K15577;ko:K00374;ko:K00371;ko:K05601;ko:K15578;ko:K00370;ko:K00372;ko:K00362;ko:K02575,ko00910,Nitrogen metabolism,21_vs_0,Rahnella
2,prerank,ko01310,0.8347241392839827,1.8856750602882568,0.0,0.018936758954381735,0.091,5/6,6.34%,ko:K00374;ko:K00371;ko:K00370;ko:K00372;ko:K00362,ko01310,Nitrogen cycle,21_vs_0,Rahnella
3,prerank,ko01200,-0.4310035042481568,-1.755408630404026,0.0013698630136986301,0.040109630782733975,0.282,33/83,20.42%,ko:K00246;ko:K01689;ko:K01961;ko:K00927;ko:K01624;ko:K00382;ko:K03841;ko:K01834;ko:K00627;ko:K00163;ko:K01963;ko:K00850;ko:K00033;ko:K00031;ko:K00241;ko:K00297;ko:K00209;ko:K00600;ko:K00121;ko:K00123;ko:K01803;ko:K01962;ko:K01754;ko:K01810;ko:K01682;ko:K01679;ko:K07404;ko:K00036;ko:K01070;ko:K01647;ko:K00925;ko:K01903;ko:K00658,ko01200,Carbon metabolism,21_vs_0,Rahnella
4,prerank,ko00785,-0.699996407946024,-1.7836908884291014,0.008665511265164644,0.033154203479369704,0.218,5/10,20.42%,ko:K00382;ko:K00627;ko:K00163;ko:K03644;ko:K00658,ko00785,Lipoic acid metabolism,21_vs_0,Rahnella
5,prerank,ko04112,-0.7541811231269937,-1.889636820604908,0.003436426116838488,0.009209500966491585,0.062,9/11,15.36%,ko:K01358;ko:K03544;ko:K03589;ko:K03590;ko:K02313;ko:K11749;ko:K01338;ko:K03531;ko:K02563,ko04112,Cell cycle - Caulobacter,21_vs_0,Rahnella
6,prerank,ko01230,-0.45528105350919806,-1.892512762867908,0.0,0.00988250296019674,0.059,40/91,23.94%,ko:K11258;ko:K00052;ko:K01689;ko:K11755;ko:K00053;ko:K01915;ko:K00927;ko:K01624;ko:K00674;ko:K01834;ko:K01739;ko:K14260;ko:K00850;ko:K00031;ko:K12339;ko:K00600;ko:K00872;ko:K01735;ko:K01803;ko:K00215;ko:K01754;ko:K01940;ko:K01682;ko:K00817;ko:K02501;ko:K00832;ko:K01953;ko:K07173;ko:K00836;ko:K01696;ko:K01647;ko:K00800;ko:K00928;ko:K00133;ko:K00013;ko:K13498;ko:K00826;ko:K01653;ko:K00265;ko:K14170,ko01230,Biosynthesis of amino acids,21_vs_0,Rahnella
7,prerank,ko00970,-0.6724589317209797,-2.08388792301831,0.0,0.0009108297659167502,0.004,19/24,22.23%,ko:K01868;ko:K01893;ko:K01886;ko:K01875;ko:K01890;ko:K01878;ko:K01881;ko:K01889;ko:K01892;ko:K01879;ko:K01872;ko:K01873;ko:K04567;ko:K01866;ko:K01869;ko:K01876;ko:K01874;ko:K01885;ko:K01867,ko00970,Aminoacyl-tRNA biosynthesis,21_vs_0,Rahnella
8,prerank,ko03018,-0.7444112768128106,-2.093883059359177,0.0,0.0010626347269028751,0.004,15/16,25.15%,ko:K03666;ko:K03628;ko:K01689;ko:K00962;ko:K04077;ko:K08300;ko:K05592;ko:K03732;ko:K00850;ko:K04043;ko:K08311;ko:K11927;ko:K00970;ko:K12573;ko:K00937,ko03018,RNA degradation,21_vs_0,Rahnella
9,prerank,ko00190,-0.6241995647281635,-2.2032006716555554,0.0,0.0,0.0,16/40,9.19%,ko:K02113;ko:K02110;ko:K02111;ko:K02109;ko:K02108;ko:K02112;ko:K02297;ko:K00246;ko:K02115;ko:K02300;ko:K00424;ko:K01507;ko:K02114;ko:K00334;ko:K02298;ko:K00241,ko00190,Oxidative phosphorylation,21_vs_0,Rahnella
10,prerank,ko03060,-0.7466334336749006,-2.2073075899354118,0.0,0.0,0.0,17/18,23.34%,ko:K03210;ko:K03076;ko:K03075;ko:K03073;ko:K03217;ko:K03101;ko:K03100;ko:K03074;ko:K03117;ko:K03072;ko:K03071;ko:K03070;ko:K03116;ko:K03425;ko:K13301;ko:K03106;ko:K03118,ko03060,Protein export,21_vs_0,Rahnella
11,prerank,ko00195,-0.9518163471241171,-2.225748723186703,0.0,0.0,0.0,8/8,5.04%,ko:K02113;ko:K02110;ko:K02111;ko:K02109;ko:K02108;ko:K02112;ko:K02115;ko:K02114,ko00195,Photosynthesis,21_vs_0,Rahnella
12,prerank,ko02040,-0.6280805588423898,-2.26373142222405,0.0,0.0,0.0,25/44,19.89%,ko:K02406;ko:K02420;ko:K02425;ko:K02403;ko:K02408;ko:K02398;ko:K02386;ko:K02422;ko:K02387;ko:K02405;ko:K02402;ko:K02411;ko:K02423;ko:K03086;ko:K02424;ko:K02397;ko:K02396;ko:K02557;ko:K02390;ko:K02407;ko:K02388;ko:K02399;ko:K02556;ko:K03092;ko:K02416,ko02040,Flagellar assembly,21_vs_0,Rahnella
13,prerank,ko03010,-0.8898934911069124,-3.315982809546139,0.0,0.0,0.0,44/53,5.99%,ko:K02904;ko:K02890;ko:K02907;ko:K02871;ko:K02895;ko:K02874;ko:K02986;ko:K02963;ko:K02946;ko:K02878;ko:K02933;ko:K02886;ko:K02881;ko:K02892;ko:K02954;ko:K02914;ko:K02888;ko:K02906;ko:K02952;ko:K02864;ko:K02926;ko:K02967;ko:K02902;ko:K02884;ko:K02994;ko:K02961;ko:K02965;ko:K02988;ko:K02867;ko:K02945;ko:K02931;ko:K02950;ko:K02959;ko:K02876;ko:K02990;ko:K02916;ko:K02935;ko:K02863;ko:K02968;ko:K02982;ko:K02887;ko:K02992;ko:K02970;ko:K02879,ko03010,Ribosome,21_vs_0,Rahnella
