,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,direction,KEGG_Pathway,KEGG_Pathway_Name,contrast,strain
64,gs_ind_0,ko01100,78/723,0.00017765342914275486,0.008231275550280975,1.7759514360687512,15.336541074425519,ko:K11472;ko:K12661;ko:K01433;ko:K00148;ko:K00114;ko:K03782;ko:K00249;ko:K14274;ko:K01785;ko:K01805;ko:K06044;ko:K00700;ko:K01485;ko:K01725;ko:K01061;ko:K00412;ko:K00020;ko:K00104;ko:K01703;ko:K00031;ko:K01584;ko:K11473;ko:K01130;ko:K01483;ko:K00600;ko:K00303;ko:K01782;ko:K00305;ko:K03335;ko:K01969;ko:K01042;ko:K00059;ko:K00413;ko:K01874;ko:K00140;ko:K00128;ko:K00304;ko:K00615;ko:K00074;ko:K18289;ko:K00404;ko:K14259;ko:K01685;ko:K00626;ko:K01607;ko:K21834;ko:K07248;ko:K21833;ko:K18333;ko:K01897;ko:K07043;ko:K00405;ko:K00008;ko:K00406;ko:K00703;ko:K01637;ko:K07046;ko:K03781;ko:K01915;ko:K00123;ko:K08738;ko:K00130;ko:K18930;ko:K03338;ko:K01707;ko:K00127;ko:K01752;ko:K02510;ko:K00263;ko:K01708;ko:K00097;ko:K03336;ko:K01477;ko:K01638;ko:K00479;ko:K00302;ko:K00253;ko:K01712,up,ko01100,Metabolic pathways,1_vs_0,Pseudomonas1
66,gs_ind_0,ko01120,31/221,0.000446866943090148,0.015528626272382643,2.1763926705423504,16.78706005683351,ko:K11472;ko:K12661;ko:K01061;ko:K00148;ko:K00140;ko:K00114;ko:K00128;ko:K01637;ko:K07046;ko:K00615;ko:K00074;ko:K01915;ko:K00104;ko:K00123;ko:K00626;ko:K01607;ko:K07248;ko:K03338;ko:K01785;ko:K03862;ko:K00127;ko:K00031;ko:K02510;ko:K11473;ko:K00600;ko:K01782;ko:K03336;ko:K03335;ko:K18333;ko:K01477;ko:K01638,up,ko01120,Microbial metabolism in diverse environments,1_vs_0,Pseudomonas1
78,gs_ind_0,ko02020,18/123,0.004844222079466439,0.04218419067071588,2.2210005872953005,11.837863408732176,ko:K03406;ko:K00405;ko:K00626;ko:K07684;ko:K11689;ko:K02651;ko:K11688;ko:K02279;ko:K01915;ko:K00412;ko:K00404;ko:K00406;ko:K11690;ko:K08738;ko:K00413;ko:K02283;ko:K01991;ko:K18093,up,ko02020,Two-component system,1_vs_0,Pseudomonas1
67,gs_ind_0,ko01200,14/88,0.006009193805764657,0.04913399641184043,2.443576897627375,12.497587739612047,ko:K01782;ko:K00615;ko:K00148;ko:K03781;ko:K00140;ko:K00031;ko:K00074;ko:K00127;ko:K01752;ko:K01638;ko:K00600;ko:K00123;ko:K01637;ko:K00626,up,ko01200,Carbon metabolism,1_vs_0,Pseudomonas1
14,gs_ind_0,ko00260,10/40,0.0006105456536126048,0.016973169170430413,4.310391545860995,31.90188665946965,ko:K00130;ko:K00304;ko:K00305;ko:K01752;ko:K00479;ko:K00600;ko:K00302;ko:K00303;ko:K21833;ko:K21834,up,ko00260,"Glycine, serine and threonine metabolism",1_vs_0,Pseudomonas1
192,gs_ind_0,ko03010,8/53,0.0011445555976615695,0.024607945349723746,4.63869992441421,31.41670315274028,ko:K02931;ko:K02967;ko:K02935;ko:K02954;ko:K02864;ko:K02890;ko:K02874;ko:K02895,down,ko03010,Ribosome,1_vs_0,Pseudomonas1
162,gs_ind_0,ko00620,6/36,0.002902094438868025,0.04991602434853003,5.215238257028795,30.469104241458254,ko:K01003;ko:K01649;ko:K13979;ko:K00116;ko:K01679;ko:K00163,down,ko00620,Pyruvate metabolism,1_vs_0,Pseudomonas1
27,gs_ind_0,ko00380,5/15,0.003987498737308624,0.03959016603470705,6.4387846291331545,35.57165243420899,ko:K01782;ko:K03782;ko:K03781;ko:K00128;ko:K00626,up,ko00380,Tryptophan metabolism,1_vs_0,Pseudomonas1
182,gs_ind_0,ko01210,7/32,0.00022609748685440453,0.011108581087921985,7.288266091777025,61.18167253342244,ko:K01649;ko:K01704;ko:K00053;ko:K00163;ko:K01438;ko:K01703;ko:K00812,down,ko01210,2-Oxocarboxylic acid metabolism,1_vs_0,Pseudomonas1
42,gs_ind_0,ko00630,13/34,4.644076697059544e-07,6.455266608912766e-05,8.025600938049639,117.03335033341534,ko:K07248;ko:K11472;ko:K01433;ko:K03781;ko:K00127;ko:K01638;ko:K01915;ko:K00104;ko:K11473;ko:K00600;ko:K00123;ko:K01637;ko:K00626,up,ko00630,Glyoxylate and dicarboxylate metabolism,1_vs_0,Pseudomonas1
6,gs_ind_0,ko00053,4/10,0.004855734177924131,0.04218419067071588,8.479384615384616,45.1747268059289,ko:K00128;ko:K01707;ko:K01708;ko:K14259,up,ko00053,Ascorbate and aldarate metabolism,1_vs_0,Pseudomonas1
3,gs_ind_0,ko00040,5/12,0.001272120524060441,0.02210309410555016,9.02609472743521,60.17760597858519,ko:K14274;ko:K00008;ko:K01805;ko:K14259;ko:K01685,up,ko00040,Pentose and glucuronate interconversions,1_vs_0,Pseudomonas1
8,gs_ind_0,ko00071,5/12,0.001272120524060441,0.02210309410555016,9.02609472743521,60.17760597858519,ko:K01782;ko:K00128;ko:K00249;ko:K01897;ko:K00626,up,ko00071,Fatty acid degradation,1_vs_0,Pseudomonas1
16,gs_ind_0,ko00280,9/20,6.052469134446405e-06,0.0004206466048440251,10.372483621203097,124.62584966817322,ko:K01782;ko:K00020;ko:K00140;ko:K00128;ko:K00263;ko:K01969;ko:K00249;ko:K00253;ko:K00626,up,ko00280,"Valine, leucine and isoleucine degradation",1_vs_0,Pseudomonas1
110,gs_ind_0,ko05014,4/8,0.0018296713985989103,0.02312039312774987,12.258666666666667,77.27396278900753,ko:K08738;ko:K00412;ko:K03781;ko:K00413,up,ko05014,Amyotrophic lateral sclerosis,1_vs_0,Pseudomonas1
35,gs_ind_0,ko00562,4/8,0.0018296713985989103,0.02312039312774987,12.258666666666667,77.27396278900753,ko:K00140;ko:K03338;ko:K03335;ko:K03336,up,ko00562,Inositol phosphate metabolism,1_vs_0,Pseudomonas1
148,gs_ind_0,ko00290,4/12,0.0010151594171431207,0.024607945349723746,12.810689758136757,88.30036450395369,ko:K01649;ko:K01703;ko:K00053;ko:K01704,down,ko00290,"Valine, leucine and isoleucine biosynthesis",1_vs_0,Pseudomonas1
114,gs_ind_0,ko05022,4/7,0.0009728943226943039,0.02210309410555016,15.768,109.35478692192382,ko:K08738;ko:K00412;ko:K03781;ko:K00413,up,ko05022,Pathways of neurodegeneration - multiple diseases,1_vs_0,Pseudomonas1
108,gs_ind_0,ko05010,3/5,0.003945192195289415,0.03959016603470705,17.085941644562332,94.57508846366613,ko:K08738;ko:K00412;ko:K00413,up,ko05010,Alzheimer disease,1_vs_0,Pseudomonas1
113,gs_ind_0,ko05020,3/5,0.003945192195289415,0.03959016603470705,17.085941644562332,94.57508846366613,ko:K08738;ko:K00412;ko:K00413,up,ko05020,Prion disease,1_vs_0,Pseudomonas1
104,gs_ind_0,ko04932,3/4,0.0016724316945808644,0.02312039312774987,28.48894783377542,182.1434215363141,ko:K08738;ko:K00412;ko:K00413,up,ko04932,Non-alcoholic fatty liver disease,1_vs_0,Pseudomonas1
217,gs_ind_0,ko05152,3/4,0.00025833909506795314,0.011108581087921985,56.05862646566164,463.11362794361816,ko:K04077;ko:K04043;ko:K02040,down,ko05152,Tuberculosis,1_vs_0,Pseudomonas1
68,gs_ind_0,ko02025,10/49,0.0011605918653443134,0.019343197755738558,3.8607594936708862,26.094198461374223,ko:K21000;ko:K02405;ko:K20998;ko:K11903;ko:K20999;ko:K21003;ko:K11893;ko:K21004;ko:K11900;ko:K21001,up,ko02025,Biofilm formation - Pseudomonas aeruginosa,2_vs_0,Pseudomonas1
35,gs_ind_0,ko00630,9/34,0.0002673520849249106,0.0066838021231227646,5.409599802065936,44.50447516477121,ko:K07248;ko:K03781;ko:K00124;ko:K00127;ko:K01915;ko:K00104;ko:K00123;ko:K01637;ko:K19268,up,ko00630,Glyoxylate and dicarboxylate metabolism,2_vs_0,Pseudomonas1
27,gs_ind_0,ko00541,6/21,0.0019243531260973432,0.027490758944247757,6.0020972735443925,37.53210703501653,ko:K20429;ko:K01790;ko:K00978;ko:K01709;ko:K19180;ko:K21379,up,ko00541,Biosynthesis of various nucleotide sugars,2_vs_0,Pseudomonas1
23,gs_ind_0,ko00500,6/15,0.00024902487030902806,0.0066838021231227646,9.818315137689424,81.4719645395227,ko:K00688;ko:K00978;ko:K06044;ko:K00703;ko:K16147;ko:K00700,up,ko00500,Starch and sucrose metabolism,2_vs_0,Pseudomonas1
3,gs_ind_0,ko00040,5/12,0.0006843777294998115,0.013687554589996228,10.467487179487179,76.2765849037245,ko:K14274;ko:K00008;ko:K01805;ko:K01685;ko:K13877,up,ko00040,Pentose and glucuronate interconversions,2_vs_0,Pseudomonas1
70,gs_ind_0,ko02030,8/16,2.7883099847563846e-06,0.00013941549923781924,14.536050156739812,185.91717004984858,ko:K03406;ko:K02417;ko:K03415;ko:K02416;ko:K02410;ko:K03408;ko:K03407;ko:K03776,up,ko02030,Bacterial chemotaxis,2_vs_0,Pseudomonas1
110,gs_ind_0,ko00290,5/12,0.000143548399911427,0.014641936790965553,15.025396825396825,132.95730687149737,ko:K01649;ko:K01704;ko:K00053;ko:K01653;ko:K01703,down,ko00290,"Valine, leucine and isoleucine biosynthesis",2_vs_0,Pseudomonas1
127,gs_ind_0,ko00660,4/9,0.0005333746061719072,0.018134736609844847,16.634022629730783,125.35876109711769,ko:K01653;ko:K01703;ko:K01902;ko:K01704,down,ko00660,C5-Branched dibasic acid metabolism,2_vs_0,Pseudomonas1
71,gs_ind_0,ko02040,24/42,1.6533467308617246e-18,1.6533467308617245e-16,21.304548450889914,872.287682070024,ko:K02400;ko:K02407;ko:K02387;ko:K02395;ko:K02405;ko:K02390;ko:K02392;ko:K02415;ko:K02412;ko:K02417;ko:K02408;ko:K02409;ko:K02416;ko:K02388;ko:K02396;ko:K02410;ko:K10943;ko:K02397;ko:K02414;ko:K02393;ko:K02394;ko:K02413;ko:K02389;ko:K02391,up,ko02040,Flagellar assembly,2_vs_0,Pseudomonas1
195,gs_ind_0,ko05152,3/4,0.00042018932707153366,0.018134736609844847,47.11347517730496,366.2980903623427,ko:K04077;ko:K04043;ko:K02040,down,ko05152,Tuberculosis,2_vs_0,Pseudomonas1
83,gs_ind_0,ko01120,55/221,0.00035276277038864123,0.02539891946798217,1.828340466000951,14.534785198945738,ko:K03778;ko:K01061;ko:K12972;ko:K03381;ko:K00299;ko:K00140;ko:K00830;ko:K01857;ko:K04091;ko:K01640;ko:K00362;ko:K07046;ko:K13788;ko:K14974;ko:K10680;ko:K15784;ko:K00615;ko:K15357;ko:K01426;ko:K00074;ko:K00449;ko:K15054;ko:K00836;ko:K00104;ko:K01555;ko:K01915;ko:K00123;ko:K05550;ko:K00626;ko:K19713;ko:K01607;ko:K05275;ko:K07248;ko:K19745;ko:K00135;ko:K11178;ko:K00127;ko:K06152;ko:K01778;ko:K06151;ko:K03863;ko:K00641;ko:K18030;ko:K03336;ko:K00137;ko:K11177;ko:K03335;ko:K01477;ko:K01457;ko:K00451;ko:K05306;ko:K03896;ko:K05783;ko:K20807;ko:K00865,up,ko01120,Microbial metabolism in diverse environments,7_vs_0,Pseudomonas1
238,gs_ind_0,ko01110,122/277,1.852831292790671e-06,0.00018157746669348576,1.8524473026080743,24.45007341850675,ko:K01962;ko:K00163;ko:K07226;ko:K01714;ko:K03183;ko:K00766;ko:K00940;ko:K02078;ko:K00655;ko:K00765;ko:K09913;ko:K00919;ko:K00036;ko:K01682;ko:K00133;ko:K00791;ko:K00239;ko:K00249;ko:K01835;ko:K01952;ko:K01710;ko:K00826;ko:K03182;ko:K00241;ko:K00963;ko:K00382;ko:K01923;ko:K01790;ko:K00973;ko:K01895;ko:K08289;ko:K01956;ko:K01649;ko:K01647;ko:K00242;ko:K01653;ko:K01687;ko:K00104;ko:K00948;ko:K08591;ko:K00067;ko:K01689;ko:K01803;ko:K02502;ko:K01624;ko:K00939;ko:K01735;ko:K00031;ko:K00116;ko:K01778;ko:K00600;ko:K00793;ko:K00208;ko:K00891;ko:K01961;ko:K03526;ko:K00053;ko:K00059;ko:K00632;ko:K00688;ko:K01586;ko:K01902;ko:K00240;ko:K00128;ko:K00064;ko:K01918;ko:K00928;ko:K00806;ko:K06134;ko:K00851;ko:K00615;ko:K00831;ko:K10536;ko:K11175;ko:K17103;ko:K01610;ko:K01609;ko:K00164;ko:K00847;ko:K02160;ko:K01007;ko:K00145;ko:K00764;ko:K00266;ko:K00265;ko:K00058;ko:K00616;ko:K00981;ko:K00605;ko:K02437;ko:K01497;ko:K00658;ko:K00111;ko:K08973;ko:K01092;ko:K00090;ko:K01585;ko:K01810;ko:K00134;ko:K00640;ko:K03781;ko:K01652;ko:K20862;ko:K01915;ko:K02523;ko:K00052;ko:K00927;ko:K01955;ko:K00794;ko:K00819;ko:K00931;ko:K01807;ko:K00057;ko:K15633;ko:K00957;ko:K15778;ko:K03786;ko:K01638;ko:K00274;ko:K01940;ko:K03841;ko:K01885,down,ko01110,Biosynthesis of secondary metabolites,7_vs_0,Pseudomonas1
240,gs_ind_0,ko01200,44/88,0.00016570231466708643,0.00463966481067842,2.253549695740365,19.617865974397137,ko:K01962;ko:K00131;ko:K01491;ko:K01647;ko:K01902;ko:K00240;ko:K00242;ko:K00163;ko:K01810;ko:K00851;ko:K00134;ko:K00640;ko:K00036;ko:K00615;ko:K03781;ko:K01682;ko:K00831;ko:K00239;ko:K01610;ko:K00948;ko:K01689;ko:K00123;ko:K00927;ko:K01803;ko:K00164;ko:K01624;ko:K02160;ko:K01807;ko:K01007;ko:K15633;ko:K00031;ko:K00116;ko:K00600;ko:K00058;ko:K00616;ko:K00241;ko:K00382;ko:K01961;ko:K00605;ko:K02437;ko:K01638;ko:K00658;ko:K01895;ko:K03841,down,ko01200,Carbon metabolism,7_vs_0,Pseudomonas1
259,gs_ind_0,ko02040,24/42,0.0004456622312796072,0.008734979733080302,2.951176983435048,22.771131748824622,ko:K03086;ko:K02406;ko:K03092;ko:K02557;ko:K02407;ko:K02387;ko:K02386;ko:K10941;ko:K02405;ko:K02398;ko:K02390;ko:K02399;ko:K21218;ko:K02392;ko:K02415;ko:K02408;ko:K02422;ko:K02420;ko:K02416;ko:K02388;ko:K02396;ko:K02556;ko:K02424;ko:K02413,down,ko02040,Flagellar assembly,7_vs_0,Pseudomonas1
144,gs_ind_0,ko00010,17/28,0.0012276847432289185,0.020052184139405668,3.3740321620011913,22.614873014787104,ko:K00131;ko:K00134;ko:K01007;ko:K00382;ko:K15633;ko:K00128;ko:K03841;ko:K00163;ko:K01810;ko:K01610;ko:K01689;ko:K01835;ko:K00927;ko:K01895;ko:K01803;ko:K15778;ko:K01624,down,ko00010,Glycolysis / Gluconeogenesis,7_vs_0,Pseudomonas1
145,gs_ind_0,ko00020,14/23,0.0032396319748650856,0.0453548476481112,3.374952976984371,19.346227909942176,ko:K00382;ko:K01902;ko:K01647;ko:K00240;ko:K00242;ko:K01682;ko:K00239;ko:K00163;ko:K01610;ko:K00031;ko:K00116;ko:K00658;ko:K00164;ko:K00241,down,ko00020,Citrate cycle (TCA cycle),7_vs_0,Pseudomonas1
158,gs_ind_0,ko00240,19/29,0.00015062699629726857,0.00463966481067842,4.130897879099318,36.35480948975612,ko:K06966;ko:K01937;ko:K00940;ko:K01520;ko:K01494;ko:K09913;ko:K00945;ko:K09903;ko:K01955;ko:K00526;ko:K01465;ko:K00560;ko:K00525;ko:K00762;ko:K01485;ko:K00761;ko:K16066;ko:K01956;ko:K07043,down,ko00240,Pyrimidine metabolism,7_vs_0,Pseudomonas1
104,gs_ind_0,ko03070,19/42,7.8939144876026e-06,0.0011367236862147743,4.434477443505546,52.102530928369916,ko:K03223;ko:K02454;ko:K02460;ko:K03222;ko:K02458;ko:K02453;ko:K02459;ko:K03219;ko:K11891;ko:K11904;ko:K03226;ko:K03230;ko:K02456;ko:K11907;ko:K03229;ko:K11906;ko:K11892;ko:K03224;ko:K03227,up,ko03070,Bacterial secretion system,7_vs_0,Pseudomonas1
258,gs_ind_0,ko02030,11/16,0.0023030168612356077,0.03472240806170608,4.6162400706090025,28.036897191756175,ko:K03406;ko:K03413;ko:K03415;ko:K03412;ko:K12368;ko:K02416;ko:K02557;ko:K02556;ko:K03408;ko:K00575;ko:K03414,down,ko02030,Bacterial chemotaxis,7_vs_0,Pseudomonas1
227,gs_ind_0,ko00970,18/26,7.625783537262214e-05,0.0036216330112004173,4.840550197871441,45.8951461224613,ko:K02435;ko:K01890;ko:K01873;ko:K01874;ko:K01881;ko:K00604;ko:K01875;ko:K01872;ko:K01885;ko:K01868;ko:K01869;ko:K01889;ko:K02434;ko:K01876;ko:K01870;ko:K01886;ko:K01892;ko:K01866,down,ko00970,Aminoacyl-tRNA biosynthesis,7_vs_0,Pseudomonas1
263,gs_ind_0,ko03018,12/16,0.0004113311122476382,0.008734979733080302,6.144235616043782,47.90114927453278,ko:K04077;ko:K00962;ko:K03666;ko:K08300;ko:K04043;ko:K08311;ko:K03628;ko:K12573;ko:K01689;ko:K00970;ko:K03732;ko:K00937,down,ko03018,RNA degradation,7_vs_0,Pseudomonas1
207,gs_ind_0,ko00710,9/11,0.0008216810869926262,0.014640863004595885,8.382569399612652,59.55109922297326,ko:K00134;ko:K01807;ko:K01803;ko:K00615;ko:K01610;ko:K00927;ko:K03841;ko:K00616;ko:K01624,down,ko00710,Carbon fixation by Calvin cycle,7_vs_0,Pseudomonas1
266,gs_ind_0,ko03060,12/14,4.026714598347264e-05,0.0026307868709202122,11.072585871678548,112.05428841592357,ko:K03074;ko:K03110;ko:K03217;ko:K03106;ko:K03101;ko:K03070;ko:K03076;ko:K03073;ko:K03210;ko:K03100;ko:K03072;ko:K03071,down,ko03060,Protein export,7_vs_0,Pseudomonas1
288,gs_ind_0,ko04212,7/7,0.00029597687203622176,0.0072514333648874335,33.042498390212494,268.4778741391673,ko:K04077;ko:K00799;ko:K03781;ko:K04043;ko:K01358;ko:K00507;ko:K04564,down,ko04212,Longevity regulating pathway - worm,7_vs_0,Pseudomonas1
262,gs_ind_0,ko03010,50/53,1.9420244716846202e-22,3.806367964501856e-20,33.58798325055994,1679.1687850632575,ko:K02931;ko:K02948;ko:K02902;ko:K02946;ko:K02926;ko:K02990;ko:K02992;ko:K02888;ko:K02867;ko:K02968;ko:K02876;ko:K02939;ko:K02886;ko:K02916;ko:K02982;ko:K02881;ko:K02890;ko:K02933;ko:K02899;ko:K02961;ko:K02967;ko:K02988;ko:K02863;ko:K02879;ko:K02884;ko:K02907;ko:K02871;ko:K02954;ko:K02892;ko:K02864;ko:K02895;ko:K02970;ko:K02994;ko:K02906;ko:K02950;ko:K02935;ko:K02909;ko:K02963;ko:K02952;ko:K02904;ko:K02887;ko:K02986;ko:K02959;ko:K02965;ko:K02956;ko:K02911;ko:K02897;ko:K02878;ko:K02874;ko:K02945,down,ko03010,Ribosome,7_vs_0,Pseudomonas1
155,gs_ind_0,ko00195,8/8,9.238859722450044e-05,0.0036216330112004173,37.49645390070922,348.3235707455801,ko:K02112;ko:K02109;ko:K02115;ko:K02108;ko:K02114;ko:K02113;ko:K02111;ko:K02110,down,ko00195,Photosynthesis,7_vs_0,Pseudomonas1
90,gs_ind_0,ko01120,45/204,0.0021373641537344393,0.03441156287512447,1.742891886908114,10.715616375370555,ko:K01428;ko:K01061;ko:K00148;ko:K00140;ko:K00128;ko:K01429;ko:K01720;ko:K01640;ko:K13779;ko:K00121;ko:K03897;ko:K00926;ko:K00615;ko:K01692;ko:K00372;ko:K01426;ko:K00248;ko:K11731;ko:K00626;ko:K03338;ko:K13774;ko:K01785;ko:K00874;ko:K01679;ko:K01960;ko:K00600;ko:K00010;ko:K16181;ko:K00363;ko:K01738;ko:K09788;ko:K13778;ko:K01782;ko:K03336;ko:K00382;ko:K03337;ko:K03335;ko:K16841;ko:K01070;ko:K01477;ko:K00252;ko:K01895;ko:K06606;ko:K00632;ko:K00034,up,ko01120,Microbial metabolism in diverse environments,1_vs_0,Pseudomonas2
